database,pathway,genes
WP,WP_GANGLIO_SPHINGOLIPID_METABOLISM,"['ST3GAL2', 'ST3GAL1', 'ST8SIA5', 'ST8SIA1', 'B4GALNT1', 'SLC33A1', 'A3GALT2', 'FUT1', 'ST8SIA3', 'ST3GAL5', 'ST6GALNAC6', 'B3GALT1', 'B3GALT4']"
WP,WP_LNCRNA_INVOLVEMENT_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,"['MIR4683', 'CSNK2B', 'CSNK1A1L', 'NKD2', 'DVL1', 'CSNK2A2', 'CCND1', 'DKK4', 'CSNK2A1', 'KREMEN1', 'MYC', 'CSNK1E', 'EZH2', 'CSNK1A1', 'DKK2', 'H19', 'DVL3', 'DVL2', 'MIR6808', 'SOX17', 'MAP3K7', 'WIF1', 'PORCN', 'WNT4', 'CER1', 'NKD1', 'FRAT1', 'SOST', 'AXIN1', 'AXIN2', 'MIR675', 'WNT16', 'TCF3', 'CCND2', 'CCND3', 'CSNK2A3', 'FZD3', 'FZD5', 'MACROH2A2', 'NLK', 'FZD1', 'WNT3', 'WNT2', 'WNT6', 'MIR16-2', 'WNT5A', 'SERPINF1', 'MIR16-1', 'FZD8', 'WNT7B', 'WNT7A', 'FZD9', 'FZD6', 'SFRP2', 'FZD7', 'SFRP1', 'WNT1', 'CTBP2', 'ROR1', 'CTBP1', 'RYK', 'FZD10', 'TCF7', 'PLAU', 'TCF7L2', 'TPTEP2-CSNK1E', 'CXXC4', 'CDK6', 'WNT10B', 'FRAT2', 'WNT2B', 'NOTUM', 'WNT11', 'TCF7L1', 'CTNNB1', 'WNT10A', 'APC2', 'SFRP5', 'SFRP4', 'ROR2', 'RUVBL1', 'FOSL1', 'APC', 'LEF1', 'CDK8', 'MIR34AHG', 'JUN', 'CHD8', 'SENP2', 'TFAP2A', 'CTNNBIP1', 'LRP6', 'DKK1', 'HNRNPU', 'WNT3A', 'LRP5', 'HNRNPK', 'MIR34A', 'MIR7-1', 'GSK3B', 'WNT5B', 'FZD2', 'ATF3']"
WP,WP_PANCREATIC_ADENOCARCINOMA_PATHWAY,"['PRKCD', 'PAK3', 'TGFB3', 'RPS6KB2', 'TGFBR1', 'RPS6KB1', 'TGFBR2', 'RALBP1', 'CDK6', 'PAK5', 'TGFB1', 'TGFB2', 'PAK2', 'CDK4', 'JAK1', 'CCND1', 'BRAF', 'BCL2L1', 'BRCA2', 'CDC42', 'RALA', 'PLD1', 'PAK4', 'RALB', 'MAPK1', 'MAPK3', 'PEBP1', 'CDKN2A', 'CHUK', 'CDKN1A', 'CASP9', 'ARAF', 'MTOR', 'AKT1', 'AKT2', 'RALGDS', 'E2F1', 'KRAS', 'GADD45B', 'NFKB1', 'RAC2', 'RAC3', 'VEGFA', 'STAT1', 'STAT3', 'BAD', 'GADD45G', 'EGF', 'BAK1', 'E2F3', 'E2F2', 'MAPK8', 'PIK3R3', 'RAC1', 'POLK', 'EGFR', 'PIK3R1', 'PIK3R2', 'SMAD2', 'SMAD3', 'ARHGEF6', 'RELA', 'SMAD4', 'TP53', 'PAK1', 'RAF1', 'TGFA', 'IKBKB', 'ERBB2', 'PIK3CA', 'PIK3CB', 'BAX', 'TIAM1', 'PIK3CD', 'RIPK4', 'RHOA', 'DDB2', 'AKT3', 'IKBKG', 'MAPK9', 'MAPK10', 'RAD51', 'DUSP6', 'BUB1B-PAK6', 'MAP2K1', 'PAK6', 'MAP2K2', 'GADD45A', 'RB1']"
WP,WP_CELLS_AND_MOLECULES_INVOLVED_IN_LOCAL_ACUTE_INFLAMMATORY_RESPONSE,"['TNF', 'ITGAL', 'VCAM1', 'IL1A', 'ICAM1', 'KNG1', 'IL6', 'C7', 'CXCL8', 'SELP', 'ITGA4', 'SELPLG', 'ITGB1', 'C5', 'ITGB2', 'C3', 'C6']"
WP,WP_CILIARY_LANDSCAPE,"['MCM3', 'MCM4', 'MCM5', 'CNOT10', 'MCM6', 'DYNLL1', 'MCM7', 'WNK1', 'UBE2D2', 'IFT140', 'COPS3', 'MCM2', 'COPS7B', 'GDI1', 'CEP170', 'ARL8B', 'DGKE', 'YPEL5', 'YAP1', 'EXOSC9', 'CEP170P1', 'CLUAP1', 'BBS7', 'PSMC6', 'IQGAP2', 'IFT52', 'FUZ', 'COX6C', 'IFT81', 'CALM1', 'UBE2H', 'CD2BP2', 'CALM2', 'PGRMC2', 'PSMC4', 'POM121', 'TBC1D4', 'WEE1', 'PAFAH1B1', 'EXOC7', 'TFAP2E', 'TTC30B', 'PSMD12', 'PSMD13', 'CNOT6L', 'ANKS3', 'NEFM', 'CAMK2A', 'PSMD7', 'VPS4A', 'HSPB11', 'PSMD8', 'NEFL', 'USH1C', 'IQCB1', 'NINL', 'RHBDD2', 'DYNC2I1', 'CTBP2', 'ZMYND19', 'RAB14', 'EXOC5', 'NME8', 'MYL6', 'EXOC8', 'SMC4', 'IFT27', 'RAB2A', 'ARHGDIA', 'UQCC1', 'CTNNB1', 'ZYG11B', 'TNKS1BP1', 'TTC8', 'MAEA', 'CDH23', 'IFT88', 'EXOSC7', 'CNOT1', 'COPS5', 'CREBBP', 'RAB21', 'SPATA7', 'EIF5B', 'RAB3IL1', 'COPS6', 'MAPRE2', 'TFAP2C', 'TFAP2B', 'NFKB1', 'MCM9', 'RMND5B', 'IFT80', 'EIPR1', 'TFAP2A', 'DCAF11', 'MCM10', 'CDR2', 'CEP97', 'ANKS6', 'COPS2', 'MIR5047', 'IFT46', 'RAC1', 'COPS7A', 'VAPB', 'EXOC6B', 'CCDC40', 'INTU', 'NUDC', 'MYL6B', 'IQGAP3', 'MSH2', 'RANBP9', 'TMED1', 'SNAP29', 'EFTUD2', 'IFT22', 'DYNLT3', 'DYNLT1', 'RMND5A', 'TTC30A', 'WHRN', 'BBS9', 'GID4', 'EXOSC4', 'CBS', 'GID8', 'DOCK5', 'AAR2', 'RALB', 'DVL3', 'SNRPB2', 'AFG3L2', 'STOM', 'WDR26', 'TFAP2D', 'ARFGAP3', 'NDUFA5', 'COPS4', 'GLA', 'RAB8A', 'IFT172', 'CNOT9', 'DNPEP', 'EHBP1', 'H3-3A', 'TIPRL', 'BBIP1', 'DYNLRB2', 'DCAF7', 'DYNLRB1', 'EXOC4', 'GLB1', 'DYNC1LI1', 'NUP133', 'EXOC6', 'IQGAP1', 'LCN2', 'AIMP1', 'ARMC8', 'LCA5', 'ACSL3', 'COPS8', 'LRPPRC', 'XPNPEP3', 'TRAF3IP1', 'EFHC2', 'APMAP', 'MFAP1', 'EXOC3', 'BBS5', 'DYNC2I2', 'RNGTT', 'MIR3064', 'DYNC1I2', 'ERF', 'IFT57', 'EXOSC2', 'DYNC1H1', 'NUP88', 'DDX5', 'IFT122', 'ECHS1', 'EXOC1', 'NEK7', 'IFT43', 'CTSA', 'MCM8', 'EXOC2', 'APC', 'NEK8', 'LSM4', 'HDAC2', 'HDAC1', 'HTRA2', 'RABEP2', 'EHD3', 'DYNLL2', 'RBM14', 'DYNLT2B', 'CEP290', 'NDUFA9', 'AGPAT2', 'VIM', 'MIR6847', 'IFT20', 'RPGR', 'MKLN1', 'BBS1', 'LZTFL1', 'BBS2', 'BBS4', 'RANBP10', 'TTC26', 'SSNA1', 'MKS1', 'IFT74', 'RB1']"
WP,WP_EXTRACELLULAR_VESICLES_IN_THE_CROSSTALK_OF_CARDIAC_CELLS,"['MIR20A', 'MIR320A', 'SPP1', 'MIR17HG', 'STAT3', 'MIR455', 'MIR19B1', 'SORBS2', 'BIRC5', 'HSPB1', 'EGF', 'IGF1', 'CD81', 'MIR19A', 'SOD1', 'EGFR', 'PDLIM5', 'GATA4', 'TLR4', 'MIR92A1', 'KDR', 'MIR18A', 'MIR17', 'PTEN', 'IL6', 'ETS2', 'CD63', 'MMP9']"
WP,WP_PI3KAKT_SIGNALING_PATHWAY,"['HGF', 'TCL1B', 'GNGT2', 'GNGT1', 'OSMR', 'GNG11', 'GNG10', 'MCL1', 'CCND1', 'GNG7', 'BCL2', 'GNG5', 'MYC', 'GNG4', 'BCL2L1', 'FASLG', 'PKN3', 'LAMA1', 'GNG3', 'GNB3', 'GNB2', 'INS', 'GNG13', 'MYB', 'FOXO3', 'RBL2', 'NOS3', 'VWF', 'GNG8', 'PDGFA', 'PDGFB', 'PDGFRA', 'PIK3AP1', 'CHAD', 'VTN', 'INSR', 'LPAR1', 'GHR', 'MDM2', 'GH2', 'GH1', 'FLT4', 'FLT3LG', 'RPTOR', 'CD19', 'FLT3', 'FLT1', 'PDGFRB', 'RHEB', 'ITGA6', 'PIK3CG', 'PIK3R1', 'PIK3R2', 'KDR', 'RELA', 'ITGA1', 'C8orf44-SGK3', 'ITGA2', 'PHLPP2', 'IKBKB', 'PIK3CA', 'PIK3CB', 'PDPK1', 'PIK3CD', 'PTEN', 'CHRM2', 'CHRM1', 'FN1', 'CREB3L3', 'IRS1', 'MAP2K1', 'MAP2K2', 'MIR4260', 'ITGA9', 'CDC37', 'TSC1', 'NRAS', 'IL3RA', 'IFNA5', 'CREB1', 'IFNA4', 'HSP90AA1', 'IL3', 'CDK6', 'IL2RG', 'IFNA2', 'IL2RB', 'IFNA1', 'PRLR', 'CDK4', 'IL2RA', 'IL2', 'THEM4', 'CDK2', 'ITGA2B', 'ITGA3', 'ITGA4', 'ITGA5', 'ITGA7', 'PRL', 'TEK', 'ITGB3', 'ITGB4', 'ITGB5', 'ITGB6', 'CREB3L2', 'ITGB7', 'IL7', 'IFNA21', 'IFNA17', 'IL6R', 'ANGPT1', 'ANGPT2', 'EFNA2', 'EFNA1', 'PDGFD', 'IFNA16', 'IFNA14', 'PPP2R3C', 'IL6', 'IFNA13', 'HSP90AB1', 'CDKN1B', 'IFNA10', 'CDKN1A', 'CHUK', 'IL4R', 'IFNA8', 'ATF6B', 'IFNA7', 'CASP9', 'IL4', 'IFNA6', 'MTOR', 'ATF2', 'ITGAV', 'TSC2', 'ITGB1', 'PTK2', 'EFNA5', 'EFNA4', 'EFNA3', 'TNR', 'NFKB1', 'SYK', 'PPP2R2A', 'TNXB', 'TCL1A', 'PPP2R2B', 'COL4A4', 'FGF9', 'COL4A3', 'FGF8', 'COL4A2', 'FGF7', 'FGF6', 'COL4A1', 'FGF5', 'COL2A1', 'PPP2R1B', 'FGF4', 'FGF3', 'EGF', 'FGF2', 'COL1A2', 'FGF1', 'IFNB1', 'COL1A1', 'IFNAR2', 'IFNAR1', 'IL7R', 'ITGB8', 'PPP2CA', 'PPP2CB', 'RAC1', 'EGFR', 'FGF21', 'PPP2R1A', 'LPAR6', 'TP53', 'COL6A6', 'RAF1', 'TGFA', 'COL9A1', 'FGFR4', 'FGFR2', 'COL6A3', 'FGFR3', 'COL6A2', 'FGFR1', 'COL6A1', 'PHLPP1', 'GSK3B', 'FGF14', 'FGF13', 'FGF12', 'COL4A6', 'LAMA2', 'FGF11', 'COL4A5', 'LAMA3', 'FGF10', 'PPP2R2C', 'PPP2R3A', 'PPP2R5A', 'BDNF', 'EPHA2', 'PPP2R5B', 'PPP2R5C', 'RELN', 'PPP2R5D', 'PPP2R5E', 'CREB5', 'RPS6KB2', 'RPS6KB1', 'MIR4758', 'FGF22', 'LPAR3', 'IGF2', 'IGF1R', 'RPS6', 'LAMB2', 'LAMB3', 'EIF4B', 'BCL2L11', 'LAMC1', 'F2R', 'EIF4E1B', 'PIK3R6', 'IGF1', 'LAMC2', 'COL9A3', 'COL9A2', 'PPP2R2D', 'LAMA4', 'LAMA5', 'EIF4EBP1', 'LAMB1', 'EIF4E', 'ITGA11', 'THBS1', 'THBS3', 'G6PC3', 'THBS2', 'PPP2R3B', 'TNC', 'EIF4E2', 'GNG12', 'VEGFD', 'ANGPT4', 'FGF18', 'FGF20', 'PRKAA1', 'PRKAA2', 'LINC02478', 'SOS1', 'MET', 'EPO', 'HRAS', 'THBS4', 'LPAR5', 'TNN', 'IBSP', 'MIR1181', 'HSP90B1', 'KIT', 'CCND2', 'PDGFC', 'NTF3', 'CCND3', 'NTF4', 'CCNE1', 'SGK2', 'FGF17', 'LPAR4', 'CCNE2', 'MLST8', 'SGK3', 'DDIT4', 'NTRK1', 'NTRK2', 'EPOR', 'AKT3', 'SOS2', 'G6PC2', 'MIR3652', 'CREB3', 'KITLG', 'STK11', 'PKN1', 'PKN2', 'COL6A5', 'LAMB4', 'NGFR', 'JAK1', 'BRCA1', 'JAK2', 'JAK3', 'PRKCA', 'NGF', 'TLR4', 'MAPK1', 'MAPK3', 'CREB3L1', 'PIK3R5', 'TLR2', 'GYS2', 'GYS1', 'CREB3L4', 'AKT1', 'PCK1', 'AKT2', 'PCK2', 'PGF', 'KRAS', 'SPP1', 'VEGFA', 'FGF19', 'VEGFC', 'VEGFB', 'CSF3', 'FGF23', 'BAD', 'CSF1R', 'GNG2', 'CSF1', 'GRB2', 'COMP', 'LAMC3', 'GNB4', 'SGK1', 'PIK3R3', 'GNB1', 'LPAR2', 'CSHL1', 'CSH2', 'CSH1', 'ATF4', 'CSF3R', 'ITGA8', 'IKBKG', 'GNB5', 'ITGA10', 'OSM', 'G6PC']"
WP,WP_INHIBITION_OF_EXOSOME_BIOGENESIS_AND_SECRETION_BY_MANUMYCIN_A_IN_CRPC_CELLS,"['RRAS2', 'HGS', 'MAPK1', 'MAPK3', 'RAF1', 'NRAS', 'RAB27A', 'HRAS', 'HNRNPH1', 'BRAF', 'ARAF', 'MRAS', 'RRAS', 'PDCD6IP', 'RAB5C', 'RAB5A', 'KRAS', 'RAB5B']"
WP,WP_NONSMALL_CELL_LUNG_CANCER,"['PRKCG', 'RASSF1', 'NRAS', 'CDK6', 'CRABP2', 'CRABP1', 'FHIT', 'CDK4', 'CCND1', 'BRAF', 'JAK3', 'ALK', 'PLCG1', 'PRKCA', 'PLCG2', 'RASSF5', 'PRKCB', 'BID', 'STK4', 'CASP3', 'FOXO3', 'MAPK1', 'MAPK3', 'CDKN2A', 'CDKN1A', 'CASP8', 'ARAF', 'CASP9', 'AKT1', 'AKT2', 'CYCS', 'E2F1', 'KRAS', 'GADD45B', 'PDK1', 'RXRA', 'SOS1', 'RXRG', 'STAT3', 'RXRB', 'HRAS', 'BAD', 'RARB', 'GADD45G', 'EGF', 'GRB2', 'BAK1', 'E2F3', 'E2F2', 'PIK3R3', 'POLK', 'EGFR', 'PIK3R1', 'PIK3R2', 'TP53', 'TGFA', 'RAF1', 'EML4', 'ERBB2', 'PIK3CA', 'PIK3CB', 'BAX', 'PIK3CD', 'DDB2', 'AKT3', 'STAT5B', 'SOS2', 'STAT5A', 'MAP2K1', 'MAP2K2', 'RB1', 'GADD45A']"
WP,WP_BREAST_CANCER_PATHWAY,"['RPS6KB2', 'RPS6KB1', 'MIR4683', 'CSNK2B', 'CSNK1A1L', 'FGF22', 'IGF1R', 'ATM', 'DVL1', 'CSNK2A2', 'CCND1', 'CSNK2A1', 'MYC', 'IGF1', 'CSNK1A1', 'NCOA1', 'SHC4', 'DVL3', 'DVL2', 'SHC2', 'MIR6808', 'WNT4', 'CETN3', 'ARAF', 'NOTCH1', 'NOTCH2', 'NOTCH3', 'FRAT1', 'FGF18', 'NOTCH4', 'E2F1', 'FGF20', 'GADD45B', 'SOS1', 'AXIN1', 'AXIN2', 'HRAS', 'KIT', 'GADD45G', 'WNT16', 'FLT4', 'CSNK2A3', 'E2F3', 'E2F2', 'FZD3', 'FZD5', 'FGF17', 'FGF16', 'RAD50', 'POLK', 'FZD1', 'WNT3', 'PIK3R1', 'WNT2', 'MRE11', 'PIK3R2', 'WNT6', 'WNT5A', 'TNFSF11', 'FZD8', 'WNT7B', 'FZD9', 'WNT7A', 'NCOA3', 'FZD6', 'FZD7', 'ESR2', 'ERBB2', 'PIK3CA', 'WNT1', 'PARP1', 'PIK3CD', 'PTEN', 'DDB2', 'ATR', 'AKT3', 'SOS2', 'TCF7', 'FZD10', 'TCF7L2', 'MAP2K1', 'MAP2K2', 'GADD45A', 'HES1', 'NRAS', 'FOS', 'CDK6', 'FRAT2', 'WNT10B', 'WNT2B', 'WNT11', 'CDK4', 'BRCA1', 'BRAF', 'TCF7L1', 'BRCA2', 'CTNNB1', 'WNT10A', 'SP1', 'APC2', 'SFRP4', 'JAG2', 'MAPK1', 'MAPK3', 'HES5', 'DLL4', 'CDKN1A', 'LEF1', 'HEY2', 'APC', 'MTOR', 'AKT1', 'SHC3', 'AKT2', 'KRAS', 'JUN', 'PGR', 'NFKB2', 'FGF19', 'DLL1', 'FGF9', 'ESR1', 'FGF8', 'FGF7', 'FGF6', 'FGF5', 'FGF23', 'FGF4', 'FGF3', 'GRB2', 'EGF', 'FGF2', 'FGF1', 'BAK1', 'HEY1', 'PIK3R3', 'EGFR', 'FGF21', 'LRP6', 'HEYL', 'LRP5', 'WNT3A', 'TP53', 'SHC1', 'NBN', 'SKP1', 'RAF1', 'FGFR1', 'BAX', 'GSK3B', 'FZD2', 'WNT5B', 'FGF10', 'RAD51', 'DLL3', 'RB1']"
WP,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,"['PDHB', 'SHMT2', 'RPIA', 'SLC16A3', 'ACLY', 'PGAM1', 'SLC1A5', 'HK3', 'PYCR2', 'FH', 'MDH2', 'SDHB', 'FASN', 'PDHA1', 'TKT', 'PSAT1', 'GLUD1', 'GLS', 'GPI', 'LDHA', 'TIGAR', 'PYCR1', 'PKM', 'GOT2', 'ACO2', 'SUCLG2', 'TALDO1', 'MIR6741', 'IDH3A', 'IDH2', 'PPAT', 'PGK1', 'PFKL', 'ENO1', 'DLST', 'PAICS', 'GAPDH', 'MIR6787', 'SLC2A1', 'ALDOB', 'PGD', 'PSPH', 'GART', 'G6PD']"
WP,WP_METHIONINE_METABOLISM_LEADING_TO_SULPHUR_AMINO_ACIDS_AND_RELATED_DISORDERS,"['ADK', 'MAT1A', 'CDO1', 'CBS', 'GNMT', 'MAT2B', 'BHMT', 'AHCY', 'CTH', 'MTR', 'CSAD']"
WP,WP_SOMATROPH_AXIS_GH_AND_ITS_RELATIONSHIP_TO_DIETARY_RESTRICTION_AND_AGING,"['PTEN', 'MTOR', 'AKT1', 'SIRT1', 'FOXO1', 'IGF1R']"
WP,WP_CALORIC_RESTRICTION_AND_AGING,"['IGF1', 'TP53', 'MTOR', 'PRKAB2', 'PPARGC1A', 'AKT1', 'SIRT1', 'NAMPT']"
WP,WP_FIBRIN_COMPLEMENT_RECEPTOR_3_SIGNALING_PATHWAY,"['CD14', 'PLG', 'TRAF6', 'NFKB1', 'TIRAP', 'SYK', 'TNF', 'IRF3', 'ITGAM', 'LY96', 'TICAM1', 'CXCL3', 'IFNB1', 'FGB', 'FGG', 'RASSF5', 'CCL2', 'IRAK1', 'NOS2', 'IRAK2', 'TLR4', 'TLR3', 'MIR718', 'TICAM2', 'FGA', 'IKBKB', 'IL12B', 'PIK3CA', 'IL6', 'RHOA', 'CHUK', 'LBP', 'IRAK4', 'TYROBP', 'AKT1', 'IKBKG', 'CBLB', 'PLAT', 'ITGB2', 'SRC', 'MYD88', 'CXCL10']"
WP,WP_RESISTIN_AS_A_REGULATOR_OF_INFLAMMATION,"['NFKB1', 'NFKBIA', 'TNF', 'MAPK14', 'CXCL8', 'PLCG1', 'PLCG2', 'PIK3CG', 'MAPK1', 'PLCB2', 'MAPK3', 'PLCB3', 'PLCB4', 'RELA', 'PLCD1', 'PLCD3', 'IKBKB', 'IL12B', 'PIK3CA', 'PLCB1', 'IL12A', 'PIK3CB', 'PIK3CD', 'PLCD4', 'IL6', 'PLCE1', 'CHUK', 'ITPR1', 'AKT3', 'AKT1', 'IKBKG', 'RETN', 'AKT2']"
WP,WP_THERMOGENESIS,"['RPS6KA3', 'CREB5', 'RPS6KA2', 'RPS6KB2', 'SMARCA2', 'RPS6KB1', 'SMARCA4', 'SMARCC1', 'SMARCB1', 'RPS6KA1', 'RPS6', 'ADCY5', 'ADCY6', 'ADCY7', 'ADCY8', 'ADCY9', 'PNPLA2', 'PPARGC1A', 'MGLL', 'FRS2', 'ACTL6B', 'MAP3K5', 'PRKAA1', 'PRKAA2', 'SOS1', 'PRKAB1', 'PRKAB2', 'HRAS', 'KDM1A', 'BMP8A', 'ACSL6', 'KDM3B', 'RPTOR', 'BMP8B', 'PRKAG2', 'RHEB', 'SIRT6', 'ACSL5', 'ACSL1', 'ARID1A', 'PRKAG1', 'MLST8', 'MAPK12', 'NPR1', 'CPT1A', 'UCP1', 'ACSL4', 'ARID1B', 'ACSL3', 'AKT1S1', 'SLC25A20', 'CREB3L3', 'PRKACA', 'SOS2', 'PRKACB', 'MAPK11', 'PRKACG', 'CREB3', 'MAPK13', 'MAP2K3', 'TSC1', 'NRAS', 'CREB1', 'ADRB3', 'CPT1C', 'CPT2', 'CPT1B', 'ZNF516', 'PRKG1', 'PRKG2', 'CREB3L1', 'CREB3L2', 'SLC25A29', 'RPS6KA6', 'CNR1', 'PRKAG3', 'ATF2', 'MTOR', 'CREB3L4', 'PLIN1', 'PPARG', 'TSC2', 'ACTB', 'ADCY10', 'KDM3A', 'KRAS', 'ADCY4', 'DPF3', 'DPF1', 'GRB2', 'MAPK14', 'GCG', 'KLB', 'SMARCC2', 'SMARCD2', 'ACTG1', 'SMARCD1', 'SMARCE1', 'SMARCD3', 'FGF21', 'LIPE', 'PRDM16', 'FGFR1', 'GNAS', 'ADCY1', 'ADCY2', 'ADCY3', 'ACTL6A']"
WP,WP_METABOLIC_PATHWAY_OF_LDL_HDL_AND_TG_INCLUDING_DISEASES,"['LIPG', 'MIR6886', 'LPL', 'LIPC', 'ABCA1', 'LDLRAP1', 'CETP', 'LDLR', 'ANXA2', 'APOA1', 'APOA2', 'APOE', 'APOB', 'LCAT', 'MTTP', 'PCSK9', 'SCARB1']"
WP,WP_THE_HUMAN_IMMUNE_RESPONSE_TO_TUBERCULOSIS,"['SOCS1', 'TAP1', 'TYK2', 'PTPN2', 'STAT2', 'STAT1', 'PSMB8', 'PIAS1', 'MED14', 'IFI35', 'IFNGR2', 'JAK1', 'OAS1', 'IFNGR1', 'IFIT3', 'JAK2', 'IFIT1', 'IFNAR2', 'IFNAR1', 'MX1', 'IRF9', 'IRF1', 'IFITM1']"
WP,WP_THE_ALTERNATIVE_PATHWAY_OF_FETAL_ANDROGEN_SYNTHESIS,"['AKR1C2', 'HSD17B6', 'STAR', 'CYP17A1', 'CYP11A1', 'POR', 'HSD3B2', 'CYB5A', 'HSD17B3', 'AKR1C4', 'SRD5A2', 'MIR4651']"
WP,WP_MET_IN_TYPE_1_PAPILLARY_RENAL_CELL_CARCINOMA,"['HGF', 'PAK3', 'PTPN11', 'NRAS', 'INSL3', 'C8orf34', 'PAK5', 'PAK2', 'BRAF', 'JAK3', 'ALK', 'PLCG1', 'CDC42', 'PAK4', 'GAB1', 'MAPK1', 'MAPK3', 'RAP1A', 'RAP1B', 'CDKN1A', 'ARAF', 'ETS1', 'AKT1', 'AKT2', 'PRCC', 'PTK2', 'SRC', 'KRAS', 'JUN', 'RPL11', 'MET', 'SOS1', 'STAT3', 'HRAS', 'RAPGEF1', 'BAD', 'GRB2', 'CRKL', 'CRK', 'MAPK8', 'PIK3R3', 'STRN', 'ELOA', 'RAC1', 'PIK3R1', 'PIK3R2', 'RAF1', 'PAK1', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'TFE3', 'AKT3', 'CBL', 'SOS2', 'BUB1B-PAK6', 'MAP2K1', 'PAK6', 'MAP2K2']"
WP,WP_HEREDITARY_LEIOMYOMATOSIS_AND_RENAL_CELL_CARCINOMA_PATHWAY,"['PDHB', 'PDK1', 'PRKAG1', 'HIF1A', 'NFE2L2', 'CUL3', 'PRKAA1', 'SLC11A2', 'VEGFA', 'TP53', 'PRKAB1', 'PDHA1', 'RPS6', 'PDHA2', 'EGLN1', 'LDHA', 'SLC2A1', 'ACACA', 'ACACB', 'KEAP1']"
WP,WP_TRYPTOPHAN_CATABOLISM_LEADING_TO_NAD_PRODUCTION,"['AFMID', 'KMO', 'NMNAT3', 'KYNU', 'QPRT', 'NMNAT2', 'HAAO', 'NADSYN1', 'NAPRT', 'NMNAT1', 'NMRK1', 'NMRK2', 'AADAT', 'IDO1', 'TDO2', 'NAMPT']"
WP,WP_TRANSCRIPTIONAL_CASCADE_REGULATING_ADIPOGENESIS,"['SREBF1', 'CEBPG', 'KLF15', 'CEBPD', 'CEBPB', 'CEBPA', 'GATA3', 'GATA2', 'KLF5', 'PPARG', 'KLF2', 'EGR2', 'DDIT3']"
WP,WP_OXYSTEROLS_DERIVED_FROM_CHOLESTEROL,"['RORC', 'CH25H', 'IL17F', 'CYP7B1', 'GPR183', 'CYP8B1', 'ESR1', 'CYP7A1', 'EPHX2', 'AMACR', 'BAAT', 'INSIG1', 'SLC27A5', 'IL17D', 'IL25', 'CYP3A4', 'CYP46A1', 'IL17C', 'SLC27A2', 'CYP39A1', 'DHCR7', 'ACOX2', 'SCP2', 'NR1H2', 'ACOT6', 'ACOT1', 'ACOT12', 'ESR2', 'ACOT11', 'CYP27A1', 'ACOT9', 'ACOT2', 'AKR1D1', 'ACOT4', 'LBP', 'HSD3B7', 'EBP', 'IL17B', 'ACOT13', 'NR1I2', 'ACOT7', 'THEM5', 'DBP', 'AKR1C4', 'IL17A', 'ACOT8']"
WP,WP_MTHFR_DEFICIENCY,"['COMT', 'CHPT1', 'BHMT', 'EHMT1', 'ASMT', 'GRIN2D', 'MTHFR', 'CASP3', 'CHDH', 'GRIN2A', 'GRIN1', 'CHKA', 'PCYT1A', 'MARS1', 'MIR4761', 'MIR6758', 'HNMT', 'EHMT2', 'NDUFAF7', 'SGMS1', 'DNMT3B', 'DNMT3A', 'DNMT1', 'CASP9', 'ALDH7A1', 'CYCS', 'PEMT']"
WP,WP_THE_EFFECT_OF_PROGERIN_ON_THE_INVOLVED_GENES_IN_HUTCHINSONGILFORD_PROGERIA_SYNDROME,"['H3C11', 'H3C8', 'H3C3', 'H3C6', 'H3C2', 'MIR3198-2', 'H3C12', 'H3C10', 'H3C15', 'HDAC2', 'H3-3B', 'HDAC1', 'H3-3A', 'MIR4738', 'H3C1', 'KDM1A', 'H3C4', 'CBX5', 'H3C13', 'MTA3', 'INPP5K', 'H3C7', 'RBBP7', 'MTA2', 'CBX1', 'MTA1', 'TP53', 'SREBF1', 'H3C14', 'CHD3', 'SUV39H1', 'RBBP4', 'LEF1', 'MBD2', 'CBX3', 'E2F1', 'MBD3', 'CHD4', 'RB1']"
WP,WP_ROLE_OF_ALTERED_GLYCOLYSATION_OF_MUC1_IN_TUMOUR_MICROENVIRONMENT,"['IL6', 'NFKB1', 'MUC1', 'CHUK', 'NFKBIA', 'TNF', 'RELA', 'IKBKG', 'IKBKB']"
