Gene stable ID,Human gene stable ID,Human gene name
ENSMUSG00000094195,ENSG00000270601,PRAMEF5
ENSMUSG00000094043,ENSG00000270601,PRAMEF5
ENSMUSG00000072814,ENSG00000270601,PRAMEF5
ENSMUSG00000096044,ENSG00000270601,PRAMEF5
ENSMUSG00000072822,ENSG00000270601,PRAMEF5
ENSMUSG00000072821,ENSG00000270601,PRAMEF5
ENSMUSG00000095074,ENSG00000270601,PRAMEF5
ENSMUSG00000095503,ENSG00000270601,PRAMEF5
ENSMUSG00000095954,ENSG00000270601,PRAMEF5
ENSMUSG00000092166,ENSG00000270601,PRAMEF5
ENSMUSG00000095996,ENSG00000270601,PRAMEF5
ENSMUSG00000096066,ENSG00000270601,PRAMEF5
ENSMUSG00000079424,ENSG00000270601,PRAMEF5
ENSMUSG00000070677,ENSG00000270601,PRAMEF5
ENSMUSG00000096139,ENSG00000270601,PRAMEF5
ENSMUSG00000072813,ENSG00000270601,PRAMEF5
ENSMUSG00000079423,ENSG00000270601,PRAMEF5
ENSMUSG00000094722,ENSG00000232423,PRAMEF6
ENSMUSG00000094741,ENSG00000232423,PRAMEF6
ENSMUSG00000095666,ENSG00000232423,PRAMEF6
ENSMUSG00000094836,ENSG00000232423,PRAMEF6
ENSMUSG00000094303,ENSG00000232423,PRAMEF6
ENSMUSG00000074720,ENSG00000232423,PRAMEF6
ENSMUSG00000096236,ENSG00000232423,PRAMEF6
ENSMUSG00000096680,ENSG00000232423,PRAMEF6
ENSMUSG00000094383,ENSG00000232423,PRAMEF6
ENSMUSG00000096756,ENSG00000232423,PRAMEF6
ENSMUSG00000094337,ENSG00000232423,PRAMEF6
ENSMUSG00000095505,ENSG00000232423,PRAMEF6
ENSMUSG00000094474,ENSG00000232423,PRAMEF6
ENSMUSG00000095570,ENSG00000232423,PRAMEF6
ENSMUSG00000094791,ENSG00000232423,PRAMEF6
ENSMUSG00000096728,ENSG00000232423,PRAMEF6
ENSMUSG00000096550,ENSG00000232423,PRAMEF6
ENSMUSG00000094172,ENSG00000232423,PRAMEF6
ENSMUSG00000094887,ENSG00000232423,PRAMEF6
ENSMUSG00000091585,ENSG00000232423,PRAMEF6
ENSMUSG00000095763,ENSG00000232423,PRAMEF6
ENSMUSG00000095523,ENSG00000232423,PRAMEF6
ENSMUSG00000095475,ENSG00000232423,PRAMEF6
ENSMUSG00000094855,ENSG00000232423,PRAMEF6
ENSMUSG00000066027,ENSG00000232423,PRAMEF6
ENSMUSG00000096276,ENSG00000232423,PRAMEF6
ENSMUSG00000096576,ENSG00000232423,PRAMEF6
ENSMUSG00000035201,ENSG00000232423,PRAMEF6
ENSMUSG00000046133,ENSG00000232423,PRAMEF6
ENSMUSG00000037028,ENSG00000232423,PRAMEF6
ENSMUSG00000070890,ENSG00000232423,PRAMEF6
ENSMUSG00000078626,ENSG00000232423,PRAMEF6
ENSMUSG00000078625,ENSG00000232423,PRAMEF6
ENSMUSG00000078511,ENSG00000232423,PRAMEF6
ENSMUSG00000078509,ENSG00000232423,PRAMEF6
ENSMUSG00000028591,ENSG00000232423,PRAMEF6
ENSMUSG00000046435,ENSG00000232423,PRAMEF6
ENSMUSG00000041805,ENSG00000232423,PRAMEF6
ENSMUSG00000046862,ENSG00000232423,PRAMEF6
ENSMUSG00000047799,ENSG00000232423,PRAMEF6
ENSMUSG00000095409,ENSG00000232423,PRAMEF6
ENSMUSG00000070616,ENSG00000232423,PRAMEF6
ENSMUSG00000096154,ENSG00000232423,PRAMEF6
ENSMUSG00000070618,ENSG00000232423,PRAMEF6
ENSMUSG00000066688,ENSG00000232423,PRAMEF6
ENSMUSG00000078513,ENSG00000232423,PRAMEF6
ENSMUSG00000070617,ENSG00000232423,PRAMEF6
ENSMUSG00000066031,ENSG00000232423,PRAMEF6
ENSMUSG00000059218,ENSG00000232423,PRAMEF6
ENSMUSG00000029451,ENSG00000232423,PRAMEF6
ENSMUSG00000078512,ENSG00000232423,PRAMEF6
ENSMUSG00000078510,ENSG00000232423,PRAMEF6
ENSMUSG00000073724,ENSG00000232423,PRAMEF6
ENSMUSG00000073723,ENSG00000232423,PRAMEF6
ENSMUSG00000050810,ENSG00000232423,PRAMEF6
ENSMUSG00000066030,ENSG00000232423,PRAMEF6
ENSMUSG00000046262,ENSG00000232423,PRAMEF6
ENSMUSG00000036749,ENSG00000232423,PRAMEF6
ENSMUSG00000078508,ENSG00000232423,PRAMEF6
ENSMUSG00000070619,ENSG00000232423,PRAMEF6
ENSMUSG00000073721,ENSG00000232423,PRAMEF6
ENSMUSG00000025839,ENSG00000232423,PRAMEF6
ENSMUSG00000025838,ENSG00000232423,PRAMEF6
ENSMUSG00000038330,ENSG00000232423,PRAMEF6
ENSMUSG00000070686,ENSG00000232423,PRAMEF6
ENSMUSG00000107392,ENSG00000232423,PRAMEF6
ENSMUSG00000096230,ENSG00000232423,PRAMEF6
ENSMUSG00000096259,ENSG00000232423,PRAMEF6
ENSMUSG00000095718,ENSG00000232423,PRAMEF6
ENSMUSG00000074011,ENSG00000232423,PRAMEF6
ENSMUSG00000094195,ENSG00000232423,PRAMEF6
ENSMUSG00000094043,ENSG00000232423,PRAMEF6
ENSMUSG00000072814,ENSG00000232423,PRAMEF6
ENSMUSG00000096044,ENSG00000232423,PRAMEF6
ENSMUSG00000072822,ENSG00000232423,PRAMEF6
ENSMUSG00000072821,ENSG00000232423,PRAMEF6
ENSMUSG00000095074,ENSG00000232423,PRAMEF6
ENSMUSG00000095503,ENSG00000232423,PRAMEF6
ENSMUSG00000095954,ENSG00000232423,PRAMEF6
ENSMUSG00000092166,ENSG00000232423,PRAMEF6
ENSMUSG00000095996,ENSG00000232423,PRAMEF6
ENSMUSG00000096066,ENSG00000232423,PRAMEF6
ENSMUSG00000079424,ENSG00000232423,PRAMEF6
ENSMUSG00000070677,ENSG00000232423,PRAMEF6
ENSMUSG00000096139,ENSG00000232423,PRAMEF6
ENSMUSG00000072813,ENSG00000232423,PRAMEF6
ENSMUSG00000079423,ENSG00000232423,PRAMEF6
ENSMUSG00000094722,ENSG00000204510,PRAMEF7
ENSMUSG00000094741,ENSG00000204510,PRAMEF7
ENSMUSG00000095666,ENSG00000204510,PRAMEF7
ENSMUSG00000094836,ENSG00000204510,PRAMEF7
ENSMUSG00000094303,ENSG00000204510,PRAMEF7
ENSMUSG00000074720,ENSG00000204510,PRAMEF7
ENSMUSG00000096236,ENSG00000204510,PRAMEF7
ENSMUSG00000096680,ENSG00000204510,PRAMEF7
ENSMUSG00000094383,ENSG00000204510,PRAMEF7
ENSMUSG00000096756,ENSG00000204510,PRAMEF7
ENSMUSG00000094337,ENSG00000204510,PRAMEF7
ENSMUSG00000095505,ENSG00000204510,PRAMEF7
ENSMUSG00000094474,ENSG00000204510,PRAMEF7
ENSMUSG00000095570,ENSG00000204510,PRAMEF7
ENSMUSG00000094791,ENSG00000204510,PRAMEF7
ENSMUSG00000096728,ENSG00000204510,PRAMEF7
ENSMUSG00000096550,ENSG00000204510,PRAMEF7
ENSMUSG00000094172,ENSG00000204510,PRAMEF7
ENSMUSG00000094887,ENSG00000204510,PRAMEF7
ENSMUSG00000091585,ENSG00000204510,PRAMEF7
ENSMUSG00000095763,ENSG00000204510,PRAMEF7
ENSMUSG00000095523,ENSG00000204510,PRAMEF7
ENSMUSG00000095475,ENSG00000204510,PRAMEF7
ENSMUSG00000094855,ENSG00000204510,PRAMEF7
ENSMUSG00000066027,ENSG00000204510,PRAMEF7
ENSMUSG00000096276,ENSG00000204510,PRAMEF7
ENSMUSG00000096576,ENSG00000204510,PRAMEF7
ENSMUSG00000035201,ENSG00000204510,PRAMEF7
ENSMUSG00000046133,ENSG00000204510,PRAMEF7
ENSMUSG00000037028,ENSG00000204510,PRAMEF7
ENSMUSG00000070890,ENSG00000204510,PRAMEF7
ENSMUSG00000078626,ENSG00000204510,PRAMEF7
ENSMUSG00000078625,ENSG00000204510,PRAMEF7
ENSMUSG00000078511,ENSG00000204510,PRAMEF7
ENSMUSG00000078509,ENSG00000204510,PRAMEF7
ENSMUSG00000028591,ENSG00000204510,PRAMEF7
ENSMUSG00000046435,ENSG00000204510,PRAMEF7
ENSMUSG00000041805,ENSG00000204510,PRAMEF7
ENSMUSG00000046862,ENSG00000204510,PRAMEF7
ENSMUSG00000047799,ENSG00000204510,PRAMEF7
ENSMUSG00000095409,ENSG00000204510,PRAMEF7
ENSMUSG00000070616,ENSG00000204510,PRAMEF7
ENSMUSG00000096154,ENSG00000204510,PRAMEF7
ENSMUSG00000070618,ENSG00000204510,PRAMEF7
ENSMUSG00000066688,ENSG00000204510,PRAMEF7
ENSMUSG00000078513,ENSG00000204510,PRAMEF7
ENSMUSG00000070617,ENSG00000204510,PRAMEF7
ENSMUSG00000066031,ENSG00000204510,PRAMEF7
ENSMUSG00000059218,ENSG00000204510,PRAMEF7
ENSMUSG00000029451,ENSG00000204510,PRAMEF7
ENSMUSG00000078512,ENSG00000204510,PRAMEF7
ENSMUSG00000078510,ENSG00000204510,PRAMEF7
ENSMUSG00000073724,ENSG00000204510,PRAMEF7
ENSMUSG00000073723,ENSG00000204510,PRAMEF7
ENSMUSG00000050810,ENSG00000204510,PRAMEF7
ENSMUSG00000066030,ENSG00000204510,PRAMEF7
ENSMUSG00000046262,ENSG00000204510,PRAMEF7
ENSMUSG00000036749,ENSG00000204510,PRAMEF7
ENSMUSG00000078508,ENSG00000204510,PRAMEF7
ENSMUSG00000070619,ENSG00000204510,PRAMEF7
ENSMUSG00000073721,ENSG00000204510,PRAMEF7
ENSMUSG00000025839,ENSG00000204510,PRAMEF7
ENSMUSG00000025838,ENSG00000204510,PRAMEF7
ENSMUSG00000038330,ENSG00000204510,PRAMEF7
ENSMUSG00000070686,ENSG00000204510,PRAMEF7
ENSMUSG00000107392,ENSG00000204510,PRAMEF7
ENSMUSG00000096230,ENSG00000204510,PRAMEF7
ENSMUSG00000096259,ENSG00000204510,PRAMEF7
ENSMUSG00000095718,ENSG00000204510,PRAMEF7
ENSMUSG00000074011,ENSG00000204510,PRAMEF7
ENSMUSG00000094195,ENSG00000204510,PRAMEF7
ENSMUSG00000094043,ENSG00000204510,PRAMEF7
ENSMUSG00000072814,ENSG00000204510,PRAMEF7
ENSMUSG00000096044,ENSG00000204510,PRAMEF7
ENSMUSG00000072822,ENSG00000204510,PRAMEF7
ENSMUSG00000072821,ENSG00000204510,PRAMEF7
ENSMUSG00000095074,ENSG00000204510,PRAMEF7
ENSMUSG00000095503,ENSG00000204510,PRAMEF7
ENSMUSG00000095954,ENSG00000204510,PRAMEF7
ENSMUSG00000092166,ENSG00000204510,PRAMEF7
ENSMUSG00000095996,ENSG00000204510,PRAMEF7
ENSMUSG00000096066,ENSG00000204510,PRAMEF7
ENSMUSG00000079424,ENSG00000204510,PRAMEF7
ENSMUSG00000070677,ENSG00000204510,PRAMEF7
ENSMUSG00000096139,ENSG00000204510,PRAMEF7
ENSMUSG00000072813,ENSG00000204510,PRAMEF7
ENSMUSG00000079423,ENSG00000204510,PRAMEF7
ENSMUSG00000094722,ENSG00000182330,PRAMEF8
ENSMUSG00000094741,ENSG00000182330,PRAMEF8
ENSMUSG00000095666,ENSG00000182330,PRAMEF8
ENSMUSG00000094836,ENSG00000182330,PRAMEF8
ENSMUSG00000094303,ENSG00000182330,PRAMEF8
ENSMUSG00000074720,ENSG00000182330,PRAMEF8
ENSMUSG00000096236,ENSG00000182330,PRAMEF8
ENSMUSG00000096680,ENSG00000182330,PRAMEF8
ENSMUSG00000094383,ENSG00000182330,PRAMEF8
ENSMUSG00000096756,ENSG00000182330,PRAMEF8
ENSMUSG00000094337,ENSG00000182330,PRAMEF8
ENSMUSG00000095505,ENSG00000182330,PRAMEF8
ENSMUSG00000094474,ENSG00000182330,PRAMEF8
ENSMUSG00000095570,ENSG00000182330,PRAMEF8
ENSMUSG00000094791,ENSG00000182330,PRAMEF8
ENSMUSG00000096728,ENSG00000182330,PRAMEF8
ENSMUSG00000096550,ENSG00000182330,PRAMEF8
ENSMUSG00000094172,ENSG00000182330,PRAMEF8
ENSMUSG00000094887,ENSG00000182330,PRAMEF8
ENSMUSG00000091585,ENSG00000182330,PRAMEF8
ENSMUSG00000095763,ENSG00000182330,PRAMEF8
ENSMUSG00000095523,ENSG00000182330,PRAMEF8
ENSMUSG00000095475,ENSG00000182330,PRAMEF8
ENSMUSG00000094855,ENSG00000182330,PRAMEF8
ENSMUSG00000066027,ENSG00000182330,PRAMEF8
ENSMUSG00000096276,ENSG00000182330,PRAMEF8
ENSMUSG00000096576,ENSG00000182330,PRAMEF8
ENSMUSG00000035201,ENSG00000182330,PRAMEF8
ENSMUSG00000046133,ENSG00000182330,PRAMEF8
ENSMUSG00000037028,ENSG00000182330,PRAMEF8
ENSMUSG00000070890,ENSG00000182330,PRAMEF8
ENSMUSG00000078626,ENSG00000182330,PRAMEF8
ENSMUSG00000078625,ENSG00000182330,PRAMEF8
ENSMUSG00000078511,ENSG00000182330,PRAMEF8
ENSMUSG00000078509,ENSG00000182330,PRAMEF8
ENSMUSG00000028591,ENSG00000182330,PRAMEF8
ENSMUSG00000046435,ENSG00000182330,PRAMEF8
ENSMUSG00000041805,ENSG00000182330,PRAMEF8
ENSMUSG00000046862,ENSG00000182330,PRAMEF8
ENSMUSG00000047799,ENSG00000182330,PRAMEF8
ENSMUSG00000095409,ENSG00000182330,PRAMEF8
ENSMUSG00000070616,ENSG00000182330,PRAMEF8
ENSMUSG00000096154,ENSG00000182330,PRAMEF8
ENSMUSG00000070618,ENSG00000182330,PRAMEF8
ENSMUSG00000066688,ENSG00000182330,PRAMEF8
ENSMUSG00000078513,ENSG00000182330,PRAMEF8
ENSMUSG00000070617,ENSG00000182330,PRAMEF8
ENSMUSG00000066031,ENSG00000182330,PRAMEF8
ENSMUSG00000059218,ENSG00000182330,PRAMEF8
ENSMUSG00000029451,ENSG00000182330,PRAMEF8
ENSMUSG00000078512,ENSG00000182330,PRAMEF8
ENSMUSG00000078510,ENSG00000182330,PRAMEF8
ENSMUSG00000073724,ENSG00000182330,PRAMEF8
ENSMUSG00000073723,ENSG00000182330,PRAMEF8
ENSMUSG00000050810,ENSG00000182330,PRAMEF8
ENSMUSG00000066030,ENSG00000182330,PRAMEF8
ENSMUSG00000046262,ENSG00000182330,PRAMEF8
ENSMUSG00000036749,ENSG00000182330,PRAMEF8
ENSMUSG00000078508,ENSG00000182330,PRAMEF8
ENSMUSG00000070619,ENSG00000182330,PRAMEF8
ENSMUSG00000073721,ENSG00000182330,PRAMEF8
ENSMUSG00000025839,ENSG00000182330,PRAMEF8
ENSMUSG00000025838,ENSG00000182330,PRAMEF8
ENSMUSG00000038330,ENSG00000182330,PRAMEF8
ENSMUSG00000070686,ENSG00000182330,PRAMEF8
ENSMUSG00000107392,ENSG00000182330,PRAMEF8
ENSMUSG00000096230,ENSG00000182330,PRAMEF8
ENSMUSG00000096259,ENSG00000182330,PRAMEF8
ENSMUSG00000095718,ENSG00000182330,PRAMEF8
ENSMUSG00000074011,ENSG00000182330,PRAMEF8
ENSMUSG00000094195,ENSG00000182330,PRAMEF8
ENSMUSG00000094043,ENSG00000182330,PRAMEF8
ENSMUSG00000072814,ENSG00000182330,PRAMEF8
ENSMUSG00000096044,ENSG00000182330,PRAMEF8
ENSMUSG00000072822,ENSG00000182330,PRAMEF8
ENSMUSG00000072821,ENSG00000182330,PRAMEF8
ENSMUSG00000095074,ENSG00000182330,PRAMEF8
ENSMUSG00000095503,ENSG00000182330,PRAMEF8
ENSMUSG00000095954,ENSG00000182330,PRAMEF8
ENSMUSG00000092166,ENSG00000182330,PRAMEF8
ENSMUSG00000095996,ENSG00000182330,PRAMEF8
ENSMUSG00000096066,ENSG00000182330,PRAMEF8
ENSMUSG00000079424,ENSG00000182330,PRAMEF8
ENSMUSG00000070677,ENSG00000182330,PRAMEF8
ENSMUSG00000096139,ENSG00000182330,PRAMEF8
ENSMUSG00000072813,ENSG00000182330,PRAMEF8
ENSMUSG00000079423,ENSG00000182330,PRAMEF8
ENSMUSG00000094722,ENSG00000204505,PRAMEF9
ENSMUSG00000094741,ENSG00000204505,PRAMEF9
ENSMUSG00000095666,ENSG00000204505,PRAMEF9
ENSMUSG00000094836,ENSG00000204505,PRAMEF9
ENSMUSG00000094303,ENSG00000204505,PRAMEF9
ENSMUSG00000074720,ENSG00000204505,PRAMEF9
ENSMUSG00000096236,ENSG00000204505,PRAMEF9
ENSMUSG00000096680,ENSG00000204505,PRAMEF9
ENSMUSG00000094383,ENSG00000204505,PRAMEF9
ENSMUSG00000096756,ENSG00000204505,PRAMEF9
ENSMUSG00000094337,ENSG00000204505,PRAMEF9
ENSMUSG00000095505,ENSG00000204505,PRAMEF9
ENSMUSG00000094474,ENSG00000204505,PRAMEF9
ENSMUSG00000095570,ENSG00000204505,PRAMEF9
ENSMUSG00000094791,ENSG00000204505,PRAMEF9
ENSMUSG00000096728,ENSG00000204505,PRAMEF9
ENSMUSG00000096550,ENSG00000204505,PRAMEF9
ENSMUSG00000094172,ENSG00000204505,PRAMEF9
ENSMUSG00000094887,ENSG00000204505,PRAMEF9
ENSMUSG00000091585,ENSG00000204505,PRAMEF9
ENSMUSG00000095763,ENSG00000204505,PRAMEF9
ENSMUSG00000095523,ENSG00000204505,PRAMEF9
ENSMUSG00000095475,ENSG00000204505,PRAMEF9
ENSMUSG00000094855,ENSG00000204505,PRAMEF9
ENSMUSG00000066027,ENSG00000204505,PRAMEF9
ENSMUSG00000096276,ENSG00000204505,PRAMEF9
ENSMUSG00000096576,ENSG00000204505,PRAMEF9
ENSMUSG00000035201,ENSG00000204505,PRAMEF9
ENSMUSG00000046133,ENSG00000204505,PRAMEF9
ENSMUSG00000037028,ENSG00000204505,PRAMEF9
ENSMUSG00000070890,ENSG00000204505,PRAMEF9
ENSMUSG00000078626,ENSG00000204505,PRAMEF9
ENSMUSG00000078625,ENSG00000204505,PRAMEF9
ENSMUSG00000078511,ENSG00000204505,PRAMEF9
ENSMUSG00000078509,ENSG00000204505,PRAMEF9
ENSMUSG00000028591,ENSG00000204505,PRAMEF9
ENSMUSG00000046435,ENSG00000204505,PRAMEF9
ENSMUSG00000041805,ENSG00000204505,PRAMEF9
ENSMUSG00000046862,ENSG00000204505,PRAMEF9
ENSMUSG00000047799,ENSG00000204505,PRAMEF9
ENSMUSG00000095409,ENSG00000204505,PRAMEF9
ENSMUSG00000070616,ENSG00000204505,PRAMEF9
ENSMUSG00000096154,ENSG00000204505,PRAMEF9
ENSMUSG00000070618,ENSG00000204505,PRAMEF9
ENSMUSG00000066688,ENSG00000204505,PRAMEF9
ENSMUSG00000078513,ENSG00000204505,PRAMEF9
ENSMUSG00000070617,ENSG00000204505,PRAMEF9
ENSMUSG00000066031,ENSG00000204505,PRAMEF9
ENSMUSG00000059218,ENSG00000204505,PRAMEF9
ENSMUSG00000029451,ENSG00000204505,PRAMEF9
ENSMUSG00000078512,ENSG00000204505,PRAMEF9
ENSMUSG00000078510,ENSG00000204505,PRAMEF9
ENSMUSG00000073724,ENSG00000204505,PRAMEF9
ENSMUSG00000073723,ENSG00000204505,PRAMEF9
ENSMUSG00000050810,ENSG00000204505,PRAMEF9
ENSMUSG00000066030,ENSG00000204505,PRAMEF9
ENSMUSG00000046262,ENSG00000204505,PRAMEF9
ENSMUSG00000036749,ENSG00000204505,PRAMEF9
ENSMUSG00000078508,ENSG00000204505,PRAMEF9
ENSMUSG00000070619,ENSG00000204505,PRAMEF9
ENSMUSG00000073721,ENSG00000204505,PRAMEF9
ENSMUSG00000025839,ENSG00000204505,PRAMEF9
ENSMUSG00000025838,ENSG00000204505,PRAMEF9
ENSMUSG00000038330,ENSG00000204505,PRAMEF9
ENSMUSG00000070686,ENSG00000204505,PRAMEF9
ENSMUSG00000107392,ENSG00000204505,PRAMEF9
ENSMUSG00000096230,ENSG00000204505,PRAMEF9
ENSMUSG00000096259,ENSG00000204505,PRAMEF9
ENSMUSG00000095718,ENSG00000204505,PRAMEF9
ENSMUSG00000074011,ENSG00000204505,PRAMEF9
ENSMUSG00000094195,ENSG00000204505,PRAMEF9
ENSMUSG00000094043,ENSG00000204505,PRAMEF9
ENSMUSG00000072814,ENSG00000204505,PRAMEF9
ENSMUSG00000096044,ENSG00000204505,PRAMEF9
ENSMUSG00000072822,ENSG00000204505,PRAMEF9
ENSMUSG00000072821,ENSG00000204505,PRAMEF9
ENSMUSG00000095074,ENSG00000204505,PRAMEF9
ENSMUSG00000095503,ENSG00000204505,PRAMEF9
ENSMUSG00000095954,ENSG00000204505,PRAMEF9
ENSMUSG00000092166,ENSG00000204505,PRAMEF9
ENSMUSG00000095996,ENSG00000204505,PRAMEF9
ENSMUSG00000096066,ENSG00000204505,PRAMEF9
ENSMUSG00000079424,ENSG00000204505,PRAMEF9
ENSMUSG00000070677,ENSG00000204505,PRAMEF9
ENSMUSG00000096139,ENSG00000204505,PRAMEF9
ENSMUSG00000072813,ENSG00000204505,PRAMEF9
ENSMUSG00000079423,ENSG00000204505,PRAMEF9
ENSMUSG00000025467,ENSG00000165828,PRAP1
ENSMUSG00000038943,ENSG00000198901,PRC1
ENSMUSG00000004895,ENSG00000143294,PRCC
ENSMUSG00000075410,ENSG00000214140,PRCD
ENSMUSG00000061119,ENSG00000137509,PRCP
ENSMUSG00000038151,ENSG00000057657,PRDM1
ENSMUSG00000042496,ENSG00000170325,PRDM10
ENSMUSG00000075028,ENSG00000019485,PRDM11
ENSMUSG00000079466,ENSG00000130711,PRDM12
ENSMUSG00000040478,ENSG00000112238,PRDM13
ENSMUSG00000042414,ENSG00000147596,PRDM14
ENSMUSG00000014039,ENSG00000141956,PRDM15
ENSMUSG00000039410,ENSG00000142611,PRDM16
ENSMUSG00000057637,ENSG00000116731,PRDM2
ENSMUSG00000035529,ENSG00000110851,PRDM4
ENSMUSG00000029913,ENSG00000138738,PRDM5
ENSMUSG00000069378,ENSG00000061455,PRDM6
ENSMUSG00000051977,ENSG00000126856,PRDM7
ENSMUSG00000035456,ENSG00000152784,PRDM8
ENSMUSG00000055150,ENSG00000164256,PRDM9
ENSMUSG00000028691,ENSG00000117450,PRDX1
ENSMUSG00000005161,ENSG00000167815,PRDX2
ENSMUSG00000024997,ENSG00000165672,PRDX3
ENSMUSG00000025289,ENSG00000123131,PRDX4
ENSMUSG00000024953,ENSG00000126432,PRDX5
ENSMUSG00000026701,ENSG00000117592,PRDX6
ENSMUSG00000050114,ENSG00000117592,PRDX6
ENSMUSG00000045302,ENSG00000138073,PREB
ENSMUSG00000021486,ENSG00000169230,PRELID1
ENSMUSG00000056671,ENSG00000186314,PRELID2
ENSMUSG00000024530,ENSG00000141391,PRELID3A
ENSMUSG00000016257,ENSG00000101166,PRELID3B
ENSMUSG00000041577,ENSG00000188783,PRELP
ENSMUSG00000019849,ENSG00000085377,PREP
ENSMUSG00000024127,ENSG00000138078,PREPL
ENSMUSG00000039621,ENSG00000124126,PREX1
ENSMUSG00000048960,ENSG00000046889,PREX2
ENSMUSG00000037202,ENSG00000180644,PRF1
ENSMUSG00000027073,ENSG00000186652,PRG2
ENSMUSG00000027072,ENSG00000156575,PRG3
ENSMUSG00000006014,ENSG00000116690,PRG4
ENSMUSG00000036158,ENSG00000139174,PRICKLE1
ENSMUSG00000030020,ENSG00000163637,PRICKLE2
ENSMUSG00000031145,ENSG00000012211,PRICKLE3
ENSMUSG00000096549,ENSG00000278224,PRICKLE4
ENSMUSG00000025395,ENSG00000198056,PRIM1
ENSMUSG00000026134,ENSG00000146143,PRIM2
ENSMUSG00000041669,ENSG00000175785,PRIMA1
ENSMUSG00000038225,ENSG00000164306,PRIMPOL
ENSMUSG00000050697,ENSG00000132356,PRKAA1
ENSMUSG00000028518,ENSG00000162409,PRKAA2
ENSMUSG00000029513,ENSG00000111725,PRKAB1
ENSMUSG00000038205,ENSG00000131791,PRKAB2
ENSMUSG00000005469,ENSG00000072062,PRKACA
ENSMUSG00000005034,ENSG00000142875,PRKACB
ENSMUSG00000067713,ENSG00000181929,PRKAG1
ENSMUSG00000028944,ENSG00000106617,PRKAG2
ENSMUSG00000006542,ENSG00000115592,PRKAG3
ENSMUSG00000020612,ENSG00000108946,PRKAR1A
ENSMUSG00000025855,ENSG00000188191,PRKAR1B
ENSMUSG00000032601,ENSG00000114302,PRKAR2A
ENSMUSG00000002997,ENSG00000005249,PRKAR2B
ENSMUSG00000050965,ENSG00000154229,PRKCA
ENSMUSG00000052889,ENSG00000166501,PRKCB
ENSMUSG00000021948,ENSG00000163932,PRKCD
ENSMUSG00000045038,ENSG00000171132,PRKCE
ENSMUSG00000078816,ENSG00000126583,PRKCG
ENSMUSG00000021108,ENSG00000027075,PRKCH
ENSMUSG00000037643,ENSG00000163558,PRKCI
ENSMUSG00000026778,ENSG00000065675,PRKCQ
ENSMUSG00000003402,ENSG00000130175,PRKCSH
ENSMUSG00000029053,ENSG00000067606,PRKCZ
ENSMUSG00000002688,ENSG00000184304,PRKD1
ENSMUSG00000041187,ENSG00000105287,PRKD2
ENSMUSG00000024070,ENSG00000115825,PRKD3
ENSMUSG00000022672,ENSG00000253729,PRKDC
ENSMUSG00000052920,ENSG00000185532,PRKG1
ENSMUSG00000029334,ENSG00000138669,PRKG2
ENSMUSG00000023826,ENSG00000185345,PRKN
ENSMUSG00000002731,ENSG00000180228,PRKRA
ENSMUSG00000039737,ENSG00000128563,PRKRIP1
ENSMUSG00000035725,ENSG00000183943,PRKX
ENSMUSG00000021342,ENSG00000172179,PRL
ENSMUSG00000057170,ENSG00000172179,PRL
ENSMUSG00000062737,ENSG00000172179,PRL
ENSMUSG00000062201,ENSG00000172179,PRL
ENSMUSG00000017922,ENSG00000172179,PRL
ENSMUSG00000038891,ENSG00000172179,PRL
ENSMUSG00000038883,ENSG00000172179,PRL
ENSMUSG00000069259,ENSG00000172179,PRL
ENSMUSG00000018259,ENSG00000172179,PRL
ENSMUSG00000069258,ENSG00000172179,PRL
ENSMUSG00000021345,ENSG00000172179,PRL
ENSMUSG00000021346,ENSG00000172179,PRL
ENSMUSG00000006490,ENSG00000172179,PRL
ENSMUSG00000019756,ENSG00000172179,PRL
ENSMUSG00000021347,ENSG00000172179,PRL
ENSMUSG00000006488,ENSG00000172179,PRL
ENSMUSG00000046899,ENSG00000172179,PRL
ENSMUSG00000021348,ENSG00000172179,PRL
ENSMUSG00000060738,ENSG00000172179,PRL
ENSMUSG00000022886,ENSG00000172179,PRL
ENSMUSG00000062551,ENSG00000172179,PRL
ENSMUSG00000005891,ENSG00000172179,PRL
ENSMUSG00000056457,ENSG00000172179,PRL
ENSMUSG00000079092,ENSG00000172179,PRL
ENSMUSG00000055360,ENSG00000172179,PRL
ENSMUSG00000017064,ENSG00000172179,PRL
ENSMUSG00000090550,ENSG00000071677,PRLH
ENSMUSG00000045052,ENSG00000119973,PRLHR
ENSMUSG00000005268,ENSG00000113494,PRLR
ENSMUSG00000038015,ENSG00000122304,PRM2
ENSMUSG00000050058,ENSG00000178257,PRM3
ENSMUSG00000109324,ENSG00000126457,PRMT1
ENSMUSG00000020230,ENSG00000160310,PRMT2
ENSMUSG00000030505,ENSG00000185238,PRMT3
ENSMUSG00000023110,ENSG00000100462,PRMT5
ENSMUSG00000049300,ENSG00000198890,PRMT6
ENSMUSG00000060098,ENSG00000132600,PRMT7
ENSMUSG00000030350,ENSG00000111218,PRMT8
ENSMUSG00000037134,ENSG00000164169,PRMT9
ENSMUSG00000027338,ENSG00000171864,PRND
ENSMUSG00000079037,ENSG00000171867,PRNP
ENSMUSG00000073600,ENSG00000228672,PROB1
ENSMUSG00000044122,ENSG00000167525,PROCA1
ENSMUSG00000027611,ENSG00000101000,PROCR
ENSMUSG00000003526,ENSG00000100033,PRODH
